Full Drug Name,Drug,Public/Private,Unit/MPR,MSH,Country,Year,Month,Price
Ciprofloxacin 500 mg cap/tab,Ciprofloxacin,Public,Unit,,Democratic Republic of Congo,2007,July,0.061
Co-trimoxazole 40+200 mg/5ml suspension,Co-trimoxazole,Private,Unit,,Democratic Republic of Congo,2007,July,0.006
Co-trimoxazole 40+200 mg/5ml suspension,Co-trimoxazole,Public,Unit,,Democratic Republic of Congo,2007,July,0.006
Diclofenac 50 mg cap/tab,Diclofenac,Private,Unit,,Democratic Republic of Congo,2007,July,0.008
Diclofenac 50 mg cap/tab,Diclofenac,Public,Unit,,Democratic Republic of Congo,2007,July,0.01
Glibenclamide 5 mg cap/tab,Glibenclamide,Private,Unit,,Democratic Republic of Congo,2007,July,0.03
Glibenclamide 5 mg cap/tab,Glibenclamide,Public,Unit,,Democratic Republic of Congo,2007,July,0.03
Omeprazole 20 mg cap/tab,Omeprazole,Private,Unit,,Democratic Republic of Congo,2007,July,0.101
Omeprazole 20 mg cap/tab,Omeprazole,Public,Unit,,Democratic Republic of Congo,2007,July,NO DATA
Salbutamol 100 mcg/dose inhaler,Salbutamol,Private,Unit,,Democratic Republic of Congo,2007,July,0.018
Salbutamol 100 mcg/dose inhaler,Salbutamol,Public,Unit,,Democratic Republic of Congo,2007,July,NO DATA
Amitriptyline 25 mg cap/tab,Amitriptyline,Private,MPR,MSH2007,Ecuador,2008,September,NO DATA
Amitriptyline 25 mg cap/tab,Amitriptyline,Public,MPR,MSH2007,Ecuador,2008,September,free
Amoxicillin 500 mg cap/tab,Amoxicillin,Private,MPR,MSH2007,Ecuador,2008,September,3.38
Amoxicillin 500 mg cap/tab,Amoxicillin,Public,MPR,MSH2007,Ecuador,2008,September,free
Atenolol 50 mg cap/tab,Atenolol,Private,MPR,MSH2007,Ecuador,2008,September,8.7
Atenolol 50 mg cap/tab,Atenolol,Public,MPR,MSH2007,Ecuador,2008,September,free
Captopril 25 mg cap/tab,Captopril,Private,MPR,MSH2007,Ecuador,2008,September,4.76
Captopril 25 mg cap/tab,Captopril,Public,MPR,MSH2007,Ecuador,2008,September,free
Ceftriaxone 1 g/vial injection,Ceftriaxone,Private,MPR,MSH2007,Ecuador,2008,September,6.74
Ceftriaxone 1 g/vial injection,Ceftriaxone,Public,MPR,MSH2007,Ecuador,2008,September,free
Ciprofloxacin 500 mg cap/tab,Ciprofloxacin,Private,MPR,MSH2007,Ecuador,2008,September,18.49
Ciprofloxacin 500 mg cap/tab,Ciprofloxacin,Public,MPR,MSH2007,Ecuador,2008,September,free
Co-trimoxazole 40+200 mg/5ml suspension,Co-trimoxazole,Private,MPR,MSH2007,Ecuador,2008,September,3.5
Co-trimoxazole 40+200 mg/5ml suspension,Co-trimoxazole,Public,MPR,MSH2007,Ecuador,2008,September,free
Diazepam 5 mg cap/tab,Diazepam,Private,MPR,MSH2007,Ecuador,2008,September,11.76
Diazepam 5 mg cap/tab,Diazepam,Public,MPR,MSH2007,Ecuador,2008,September,free
Diclofenac 50 mg cap/tab,Diclofenac,Private,MPR,MSH2007,Ecuador,2008,September,17.78
Diclofenac 50 mg cap/tab,Diclofenac,Public,MPR,MSH2007,Ecuador,2008,September,free
Glibenclamide 5 mg cap/tab,Glibenclamide,Private,MPR,MSH2007,Ecuador,2008,September,15.26
Glibenclamide 5 mg cap/tab,Glibenclamide,Public,MPR,MSH2007,Ecuador,2008,September,free
Omeprazole 20 mg cap/tab,Omeprazole,Private,MPR,MSH2007,Ecuador,2008,September,6.59
Omeprazole 20 mg cap/tab,Omeprazole,Public,MPR,MSH2007,Ecuador,2008,September,free
Paracetamol 120 mg/5ml suspension,Paracetamol,Private,MPR,MSH2007,Ecuador,2008,September,3.95
Paracetamol 120 mg/5ml suspension,Paracetamol,Public,MPR,MSH2007,Ecuador,2008,September,free
Salbutamol 100 mcg/dose inhaler,Salbutamol,Private,MPR,MSH2007,Ecuador,2008,September,3.2
Salbutamol 100 mcg/dose inhaler,Salbutamol,Public,MPR,MSH2007,Ecuador,2008,September,free
Simvastatin 20 mg cap/tab,Simvastatin,Private,MPR,MSH2007,Ecuador,2008,September,16.95
Simvastatin 20 mg cap/tab,Simvastatin,Public,MPR,MSH2007,Ecuador,2008,September,free
Amitriptyline 25 mg cap/tab,Amitriptyline,Private,Unit,,Ecuador,2008,September,NO DATA
Amitriptyline 25 mg cap/tab,Amitriptyline,Public,Unit,,Ecuador,2008,September,free
Amoxicillin 500 mg cap/tab,Amoxicillin,Private,Unit,,Ecuador,2008,September,0.158
Amoxicillin 500 mg cap/tab,Amoxicillin,Public,Unit,,Ecuador,2008,September,free
Atenolol 50 mg cap/tab,Atenolol,Private,Unit,,Ecuador,2008,September,0.14
Atenolol 50 mg cap/tab,Atenolol,Public,Unit,,Ecuador,2008,September,free
Captopril 25 mg cap/tab,Captopril,Private,Unit,,Ecuador,2008,September,0.09
Captopril 25 mg cap/tab,Captopril,Public,Unit,,Ecuador,2008,September,free
Ceftriaxone 1 g/vial injection,Ceftriaxone,Private,Unit,,Ecuador,2008,September,6.093
Ceftriaxone 1 g/vial injection,Ceftriaxone,Public,Unit,,Ecuador,2008,September,free
Ciprofloxacin 500 mg cap/tab,Ciprofloxacin,Private,Unit,,Ecuador,2008,September,0.592
Ciprofloxacin 500 mg cap/tab,Ciprofloxacin,Public,Unit,,Ecuador,2008,September,free
Co-trimoxazole 40+200 mg/5ml suspension,Co-trimoxazole,Private,Unit,,Ecuador,2008,September,0.014
Co-trimoxazole 40+200 mg/5ml suspension,Co-trimoxazole,Public,Unit,,Ecuador,2008,September,free
Diazepam 5 mg cap/tab,Diazepam,Private,Unit,,Ecuador,2008,September,0.06
Diazepam 5 mg cap/tab,Diazepam,Public,Unit,,Ecuador,2008,September,free
Diclofenac 50 mg cap/tab,Diclofenac,Private,Unit,,Ecuador,2008,September,0.08
Diclofenac 50 mg cap/tab,Diclofenac,Public,Unit,,Ecuador,2008,September,free
Glibenclamide 5 mg cap/tab,Glibenclamide,Private,Unit,,Ecuador,2008,September,0.058
Glibenclamide 5 mg cap/tab,Glibenclamide,Public,Unit,,Ecuador,2008,September,free
Omeprazole 20 mg cap/tab,Omeprazole,Private,Unit,,Ecuador,2008,September,0.28
Omeprazole 20 mg cap/tab,Omeprazole,Public,Unit,,Ecuador,2008,September,free
Paracetamol 120 mg/5ml suspension,Paracetamol,Private,Unit,,Ecuador,2008,September,0.015
Paracetamol 120 mg/5ml suspension,Paracetamol,Public,Unit,,Ecuador,2008,September,free
Salbutamol 100 mcg/dose inhaler,Salbutamol,Private,Unit,,Ecuador,2008,September,0.029
Salbutamol 100 mcg/dose inhaler,Salbutamol,Public,Unit,,Ecuador,2008,September,free
Simvastatin 20 mg cap/tab,Simvastatin,Private,Unit,,Ecuador,2008,September,0.69
Simvastatin 20 mg cap/tab,Simvastatin,Public,Unit,,Ecuador,2008,September,free
Amitriptyline 25 mg cap/tab,Amitriptyline,Private,MPR,MSH2012,Egypt,2013,September,2.42
Atenolol 50 mg cap/tab,Atenolol,Private,MPR,MSH2012,Egypt,2013,September,2.22
Captopril 25 mg cap/tab,Captopril,Private,MPR,MSH2012,Egypt,2013,September,2.15
Diazepam 5 mg cap/tab,Diazepam,Private,MPR,MSH2012,Egypt,2013,September,6.91
Glibenclamide 5 mg cap/tab,Glibenclamide,Private,MPR,MSH2012,Egypt,2013,September,3.46
Omeprazole 20 mg cap/tab,Omeprazole,Private,MPR,MSH2012,Egypt,2013,September,5.78
Salbutamol 100 mcg/dose inhaler,Salbutamol,Private,MPR,MSH2012,Egypt,2013,September,0.76
Simvastatin 20 mg cap/tab,Simvastatin,Private,MPR,MSH2012,Egypt,2013,September,16.45
Amitriptyline 25 mg cap/tab,Amitriptyline,Private,Unit,,Egypt,2013,September,0.017
Atenolol 50 mg cap/tab,Atenolol,Private,Unit,,Egypt,2013,September,0.024
Captopril 25 mg cap/tab,Captopril,Private,Unit,,Egypt,2013,September,0.046
Diazepam 5 mg cap/tab,Diazepam,Private,Unit,,Egypt,2013,September,0.044
Glibenclamide 5 mg cap/tab,Glibenclamide,Private,Unit,,Egypt,2013,September,0.015
Omeprazole 20 mg cap/tab,Omeprazole,Private,Unit,,Egypt,2013,September,0.14
Salbutamol 100 mcg/dose inhaler,Salbutamol,Private,Unit,,Egypt,2013,September,0.009
Simvastatin 20 mg cap/tab,Simvastatin,Private,Unit,,Egypt,2013,September,0.415
Amitriptyline 25 mg cap/tab,Amitriptyline,Private,MPR,MSH2005,El Salvador,2006,November,72.1
Amitriptyline 25 mg cap/tab,Amitriptyline,Public,MPR,MSH2005,El Salvador,2006,November,free
Atenolol 50 mg cap/tab,Atenolol,Private,MPR,MSH2005,El Salvador,2006,November,51.94
Atenolol 50 mg cap/tab,Atenolol,Public,MPR,MSH2005,El Salvador,2006,November,NO DATA
Captopril 25 mg cap/tab,Captopril,Private,MPR,MSH2005,El Salvador,2006,November,28.89
Captopril 25 mg cap/tab,Captopril,Public,MPR,MSH2005,El Salvador,2006,November,free
Ceftriaxone 1 g/vial injection,Ceftriaxone,Private,MPR,MSH2005,El Salvador,2006,November,15.42
Ceftriaxone 1 g/vial injection,Ceftriaxone,Public,MPR,MSH2005,El Salvador,2006,November,free
Ciprofloxacin 500 mg cap/tab,Ciprofloxacin,Private,MPR,MSH2005,El Salvador,2006,November,56.9
Ciprofloxacin 500 mg cap/tab,Ciprofloxacin,Public,MPR,MSH2005,El Salvador,2006,November,free
Co-trimoxazole 40+200 mg/5ml suspension,Co-trimoxazole,Private,MPR,MSH2005,El Salvador,2006,November,13.22
Co-trimoxazole 40+200 mg/5ml suspension,Co-trimoxazole,Public,MPR,MSH2005,El Salvador,2006,November,free
Diazepam 5 mg cap/tab,Diazepam,Private,MPR,MSH2005,El Salvador,2006,November,47.62
Diazepam 5 mg cap/tab,Diazepam,Public,MPR,MSH2005,El Salvador,2006,November,NO DATA
Glibenclamide 5 mg cap/tab,Glibenclamide,Private,MPR,MSH2005,El Salvador,2006,November,53.85
Glibenclamide 5 mg cap/tab,Glibenclamide,Public,MPR,MSH2005,El Salvador,2006,November,free
Omeprazole 20 mg cap/tab,Omeprazole,Private,MPR,MSH2005,El Salvador,2006,November,17.9
Omeprazole 20 mg cap/tab,Omeprazole,Public,MPR,MSH2005,El Salvador,2006,November,free
Paracetamol 120 mg/5ml suspension,Paracetamol,Private,MPR,MSH2005,El Salvador,2006,November,11.06
Paracetamol 120 mg/5ml suspension,Paracetamol,Public,MPR,MSH2005,El Salvador,2006,November,free
Salbutamol 100 mcg/dose inhaler,Salbutamol,Private,MPR,MSH2005,El Salvador,2006,November,4.23
Salbutamol 100 mcg/dose inhaler,Salbutamol,Public,MPR,MSH2005,El Salvador,2006,November,free
Amitriptyline 25 mg cap/tab,Amitriptyline,Private,Unit,,El Salvador,2006,November,0.353
Amitriptyline 25 mg cap/tab,Amitriptyline,Public,Unit,,El Salvador,2006,November,free
Atenolol 50 mg cap/tab,Atenolol,Private,Unit,,El Salvador,2006,November,0.457
Atenolol 50 mg cap/tab,Atenolol,Public,Unit,,El Salvador,2006,November,NO DATA
Captopril 25 mg cap/tab,Captopril,Private,Unit,,El Salvador,2006,November,0.526
Captopril 25 mg cap/tab,Captopril,Public,Unit,,El Salvador,2006,November,free
Ceftriaxone 1 g/vial injection,Ceftriaxone,Private,Unit,,El Salvador,2006,November,18.4
Ceftriaxone 1 g/vial injection,Ceftriaxone,Public,Unit,,El Salvador,2006,November,free
Ciprofloxacin 500 mg cap/tab,Ciprofloxacin,Private,Unit,,El Salvador,2006,November,1.514
Ciprofloxacin 500 mg cap/tab,Ciprofloxacin,Public,Unit,,El Salvador,2006,November,free
Co-trimoxazole 40+200 mg/5ml suspension,Co-trimoxazole,Private,Unit,,El Salvador,2006,November,0.049
Co-trimoxazole 40+200 mg/5ml suspension,Co-trimoxazole,Public,Unit,,El Salvador,2006,November,free
Diazepam 5 mg cap/tab,Diazepam,Private,Unit,,El Salvador,2006,November,0.2
Diazepam 5 mg cap/tab,Diazepam,Public,Unit,,El Salvador,2006,November,NO DATA
Glibenclamide 5 mg cap/tab,Glibenclamide,Private,Unit,,El Salvador,2006,November,0.21
Glibenclamide 5 mg cap/tab,Glibenclamide,Public,Unit,,El Salvador,2006,November,free
Omeprazole 20 mg cap/tab,Omeprazole,Private,Unit,,El Salvador,2006,November,1.063
Omeprazole 20 mg cap/tab,Omeprazole,Public,Unit,,El Salvador,2006,November,free
Paracetamol 120 mg/5ml suspension,Paracetamol,Private,Unit,,El Salvador,2006,November,0.037
Paracetamol 120 mg/5ml suspension,Paracetamol,Public,Unit,,El Salvador,2006,November,free
Salbutamol 100 mcg/dose inhaler,Salbutamol,Private,Unit,,El Salvador,2006,November,0.034
Salbutamol 100 mcg/dose inhaler,Salbutamol,Public,Unit,,El Salvador,2006,November,free
Amitriptyline 25 mg cap/tab,Amitriptyline,Private,MPR,MSH2012,Ethiopia,2013,August,4.58
Amitriptyline 25 mg cap/tab,Amitriptyline,Public,MPR,MSH2012,Ethiopia,2013,August,3.05
Amoxicillin 500 mg cap/tab,Amoxicillin,Private,MPR,MSH2012,Ethiopia,2013,August,1.71
Amoxicillin 500 mg cap/tab,Amoxicillin,Public,MPR,MSH2012,Ethiopia,2013,August,1.43
Ciprofloxacin 500 mg cap/tab,Ciprofloxacin,Private,MPR,MSH2012,Ethiopia,2013,August,1.41
Ciprofloxacin 500 mg cap/tab,Ciprofloxacin,Public,MPR,MSH2012,Ethiopia,2013,August,1.21
Diclofenac 50 mg cap/tab,Diclofenac,Private,MPR,MSH2012,Ethiopia,2013,August,1.64
Diclofenac 50 mg cap/tab,Diclofenac,Public,MPR,MSH2012,Ethiopia,2013,August,1.15
Glibenclamide 5 mg cap/tab,Glibenclamide,Private,MPR,MSH2012,Ethiopia,2013,August,1.91
Glibenclamide 5 mg cap/tab,Glibenclamide,Public,MPR,MSH2012,Ethiopia,2013,August,1.27
Paracetamol 120 mg/5ml suspension,Paracetamol,Private,MPR,MSH2012,Ethiopia,2013,August,1.41
Paracetamol 120 mg/5ml suspension,Paracetamol,Public,MPR,MSH2012,Ethiopia,2013,August,1.13
Amitriptyline 25 mg cap/tab,Amitriptyline,Private,Unit,,Ethiopia,2013,August,0.032
Amitriptyline 25 mg cap/tab,Amitriptyline,Public,Unit,,Ethiopia,2013,August,0.021
Amoxicillin 500 mg cap/tab,Amoxicillin,Private,Unit,,Ethiopia,2013,August,0.054
Amoxicillin 500 mg cap/tab,Amoxicillin,Public,Unit,,Ethiopia,2013,August,0.045
Ciprofloxacin 500 mg cap/tab,Ciprofloxacin,Private,Unit,,Ethiopia,2013,August,0.053
Ciprofloxacin 500 mg cap/tab,Ciprofloxacin,Public,Unit,,Ethiopia,2013,August,0.046
Diclofenac 50 mg cap/tab,Diclofenac,Private,Unit,,Ethiopia,2013,August,0.011
Diclofenac 50 mg cap/tab,Diclofenac,Public,Unit,,Ethiopia,2013,August,0.008
Glibenclamide 5 mg cap/tab,Glibenclamide,Private,Unit,,Ethiopia,2013,August,0.008
Glibenclamide 5 mg cap/tab,Glibenclamide,Public,Unit,,Ethiopia,2013,August,0.005
Paracetamol 120 mg/5ml suspension,Paracetamol,Private,Unit,,Ethiopia,2013,August,0.009
Paracetamol 120 mg/5ml suspension,Paracetamol,Public,Unit,,Ethiopia,2013,August,0.007
Amitriptyline 25 mg cap/tab,Amitriptyline,Private,MPR,MSH2003,Fiji,2004,September,3.86
Atenolol 50 mg cap/tab,Atenolol,Private,MPR,MSH2003,Fiji,2004,September,3.16
Captopril 25 mg cap/tab,Captopril,Private,MPR,MSH2003,Fiji,2004,September,2.22
Ceftriaxone 1 g/vial injection,Ceftriaxone,Private,MPR,MSH2003,Fiji,2004,September,NO DATA
Ciprofloxacin 500 mg cap/tab,Ciprofloxacin,Private,MPR,MSH2003,Fiji,2004,September,4.06
Co-trimoxazole 40+200 mg/5ml suspension,Co-trimoxazole,Private,MPR,MSH2003,Fiji,2004,September,3.26
Diazepam 5 mg cap/tab,Diazepam,Private,MPR,MSH2003,Fiji,2004,September,5.03
Glibenclamide 5 mg cap/tab,Glibenclamide,Private,MPR,MSH2003,Fiji,2004,September,2.86
Omeprazole 20 mg cap/tab,Omeprazole,Private,MPR,MSH2003,Fiji,2004,September,0.54
Salbutamol 100 mcg/dose inhaler,Salbutamol,Private,MPR,MSH2003,Fiji,2004,September,1.21
Amitriptyline 25 mg cap/tab,Amitriptyline,Private,Unit,,Fiji,2004,September,0.029
Atenolol 50 mg cap/tab,Atenolol,Private,Unit,,Fiji,2004,September,0.029
Captopril 25 mg cap/tab,Captopril,Private,Unit,,Fiji,2004,September,0.059
Ceftriaxone 1 g/vial injection,Ceftriaxone,Private,Unit,,Fiji,2004,September,NO DATA
Ciprofloxacin 500 mg cap/tab,Ciprofloxacin,Private,Unit,,Fiji,2004,September,0.129
Co-trimoxazole 40+200 mg/5ml suspension,Co-trimoxazole,Private,Unit,,Fiji,2004,September,0.012
Diazepam 5 mg cap/tab,Diazepam,Private,Unit,,Fiji,2004,September,0.018
Glibenclamide 5 mg cap/tab,Glibenclamide,Private,Unit,,Fiji,2004,September,0.012
Omeprazole 20 mg cap/tab,Omeprazole,Private,Unit,,Fiji,2004,September,0.106
Salbutamol 100 mcg/dose inhaler,Salbutamol,Private,Unit,,Fiji,2004,September,0.012
Amitriptyline 25 mg cap/tab,Amitriptyline,Private,MPR,MSH2003,Ghana,2004,October,4.13
Amitriptyline 25 mg cap/tab,Amitriptyline,Public,MPR,MSH2003,Ghana,2004,October,1.11
Atenolol 50 mg cap/tab,Atenolol,Private,MPR,MSH2003,Ghana,2004,October,6.03
Atenolol 50 mg cap/tab,Atenolol,Public,MPR,MSH2003,Ghana,2004,October,5.43
Captopril 25 mg cap/tab,Captopril,Private,MPR,MSH2003,Ghana,2004,October,5.52
Captopril 25 mg cap/tab,Captopril,Public,MPR,MSH2003,Ghana,2004,October,NO DATA
Ceftriaxone 1 g/vial injection,Ceftriaxone,Private,MPR,MSH2003,Ghana,2004,October,2.19
Ceftriaxone 1 g/vial injection,Ceftriaxone,Public,MPR,MSH2003,Ghana,2004,October,2.2
Ciprofloxacin 500 mg cap/tab,Ciprofloxacin,Private,MPR,MSH2003,Ghana,2004,October,7.05
Ciprofloxacin 500 mg cap/tab,Ciprofloxacin,Public,MPR,MSH2003,Ghana,2004,October,7.05
Co-trimoxazole 40+200 mg/5ml suspension,Co-trimoxazole,Private,MPR,MSH2003,Ghana,2004,October,1.87
Co-trimoxazole 40+200 mg/5ml suspension,Co-trimoxazole,Public,MPR,MSH2003,Ghana,2004,October,1.56
Diazepam 5 mg cap/tab,Diazepam,Private,MPR,MSH2003,Ghana,2004,October,1.6
Diazepam 5 mg cap/tab,Diazepam,Public,MPR,MSH2003,Ghana,2004,October,0.88
Diclofenac 50 mg cap/tab,Diclofenac,Private,MPR,MSH2003,Ghana,2004,October,10.3
Diclofenac 50 mg cap/tab,Diclofenac,Public,MPR,MSH2003,Ghana,2004,October,8.58
Glibenclamide 5 mg cap/tab,Glibenclamide,Private,MPR,MSH2003,Ghana,2004,October,5.47
Glibenclamide 5 mg cap/tab,Glibenclamide,Public,MPR,MSH2003,Ghana,2004,October,5.47
Omeprazole 20 mg cap/tab,Omeprazole,Private,MPR,MSH2003,Ghana,2004,October,1.03
Omeprazole 20 mg cap/tab,Omeprazole,Public,MPR,MSH2003,Ghana,2004,October,1.03
Salbutamol 100 mcg/dose inhaler,Salbutamol,Private,MPR,MSH2003,Ghana,2004,October,2.49
Salbutamol 100 mcg/dose inhaler,Salbutamol,Public,MPR,MSH2003,Ghana,2004,October,NO DATA
Amitriptyline 25 mg cap/tab,Amitriptyline,Private,Unit,,Ghana,2004,October,0.031
Amitriptyline 25 mg cap/tab,Amitriptyline,Public,Unit,,Ghana,2004,October,0.008
Atenolol 50 mg cap/tab,Atenolol,Private,Unit,,Ghana,2004,October,0.056
Atenolol 50 mg cap/tab,Atenolol,Public,Unit,,Ghana,2004,October,0.051
Captopril 25 mg cap/tab,Captopril,Private,Unit,,Ghana,2004,October,0.146
Captopril 25 mg cap/tab,Captopril,Public,Unit,,Ghana,2004,October,NO DATA
Ceftriaxone 1 g/vial injection,Ceftriaxone,Private,Unit,,Ghana,2004,October,5.6
Ceftriaxone 1 g/vial injection,Ceftriaxone,Public,Unit,,Ghana,2004,October,5.626
Ciprofloxacin 500 mg cap/tab,Ciprofloxacin,Private,Unit,,Ghana,2004,October,0.224
Ciprofloxacin 500 mg cap/tab,Ciprofloxacin,Public,Unit,,Ghana,2004,October,0.224
Co-trimoxazole 40+200 mg/5ml suspension,Co-trimoxazole,Private,Unit,,Ghana,2004,October,0.007
Co-trimoxazole 40+200 mg/5ml suspension,Co-trimoxazole,Public,Unit,,Ghana,2004,October,0.006
Diazepam 5 mg cap/tab,Diazepam,Private,Unit,,Ghana,2004,October,0.006
Diazepam 5 mg cap/tab,Diazepam,Public,Unit,,Ghana,2004,October,0.003
Diclofenac 50 mg cap/tab,Diclofenac,Private,Unit,,Ghana,2004,October,0.051
Diclofenac 50 mg cap/tab,Diclofenac,Public,Unit,,Ghana,2004,October,0.042
Glibenclamide 5 mg cap/tab,Glibenclamide,Private,Unit,,Ghana,2004,October,0.022
Glibenclamide 5 mg cap/tab,Glibenclamide,Public,Unit,,Ghana,2004,October,0.022
Omeprazole 20 mg cap/tab,Omeprazole,Private,Unit,,Ghana,2004,October,0.202
Omeprazole 20 mg cap/tab,Omeprazole,Public,Unit,,Ghana,2004,October,0.202
Salbutamol 100 mcg/dose inhaler,Salbutamol,Private,Unit,,Ghana,2004,October,0.024
Salbutamol 100 mcg/dose inhaler,Salbutamol,Public,Unit,,Ghana,2004,October,NO DATA
Amitriptyline 25 mg cap/tab,Amitriptyline,Private,MPR,MSH2010,Haiti,2011,August,13.26
Amitriptyline 25 mg cap/tab,Amitriptyline,Public,MPR,MSH2010,Haiti,2011,August,NO DATA
Amoxicillin 500 mg cap/tab,Amoxicillin,Private,MPR,MSH2010,Haiti,2011,August,4.34
Amoxicillin 500 mg cap/tab,Amoxicillin,Public,MPR,MSH2010,Haiti,2011,August,2.61
Atenolol 50 mg cap/tab,Atenolol,Private,MPR,MSH2010,Haiti,2011,August,15.91
Atenolol 50 mg cap/tab,Atenolol,Public,MPR,MSH2010,Haiti,2011,August,7.73
Captopril 25 mg cap/tab,Captopril,Private,MPR,MSH2010,Haiti,2011,August,10.5
Captopril 25 mg cap/tab,Captopril,Public,MPR,MSH2010,Haiti,2011,August,8.4
Ceftriaxone 1 g/vial injection,Ceftriaxone,Private,MPR,MSH2010,Haiti,2011,August,5.48
Ceftriaxone 1 g/vial injection,Ceftriaxone,Public,MPR,MSH2010,Haiti,2011,August,2.56
Ciprofloxacin 500 mg cap/tab,Ciprofloxacin,Private,MPR,MSH2010,Haiti,2011,August,5.08
Ciprofloxacin 500 mg cap/tab,Ciprofloxacin,Public,MPR,MSH2010,Haiti,2011,August,4.12
Co-trimoxazole 40+200 mg/5ml suspension,Co-trimoxazole,Private,MPR,MSH2010,Haiti,2011,August,4.5
Co-trimoxazole 40+200 mg/5ml suspension,Co-trimoxazole,Public,MPR,MSH2010,Haiti,2011,August,3.6
Diazepam 5 mg cap/tab,Diazepam,Private,MPR,MSH2010,Haiti,2011,August,20.65
Diazepam 5 mg cap/tab,Diazepam,Public,MPR,MSH2010,Haiti,2011,August,20.65
Diclofenac 50 mg cap/tab,Diclofenac,Private,MPR,MSH2010,Haiti,2011,August,25.2
Diclofenac 50 mg cap/tab,Diclofenac,Public,MPR,MSH2010,Haiti,2011,August,11.72
Glibenclamide 5 mg cap/tab,Glibenclamide,Private,MPR,MSH2010,Haiti,2011,August,20.38
Glibenclamide 5 mg cap/tab,Glibenclamide,Public,MPR,MSH2010,Haiti,2011,August,18.53
Omeprazole 20 mg cap/tab,Omeprazole,Private,MPR,MSH2010,Haiti,2011,August,4.2
Omeprazole 20 mg cap/tab,Omeprazole,Public,MPR,MSH2010,Haiti,2011,August,4.2
Paracetamol 120 mg/5ml suspension,Paracetamol,Private,MPR,MSH2010,Haiti,2011,August,4.85
Paracetamol 120 mg/5ml suspension,Paracetamol,Public,MPR,MSH2010,Haiti,2011,August,3.88
Salbutamol 100 mcg/dose inhaler,Salbutamol,Private,MPR,MSH2010,Haiti,2011,August,2.26
Salbutamol 100 mcg/dose inhaler,Salbutamol,Public,MPR,MSH2010,Haiti,2011,August,2.08
Simvastatin 20 mg cap/tab,Simvastatin,Private,MPR,MSH2010,Haiti,2011,August,6.08
Simvastatin 20 mg cap/tab,Simvastatin,Public,MPR,MSH2010,Haiti,2011,August,NO DATA
Amitriptyline 25 mg cap/tab,Amitriptyline,Private,Unit,,Haiti,2011,August,0.101
Amitriptyline 25 mg cap/tab,Amitriptyline,Public,Unit,,Haiti,2011,August,NO DATA
Amoxicillin 500 mg cap/tab,Amoxicillin,Private,Unit,,Haiti,2011,August,0.126
Amoxicillin 500 mg cap/tab,Amoxicillin,Public,Unit,,Haiti,2011,August,0.076
Atenolol 50 mg cap/tab,Atenolol,Private,Unit,,Haiti,2011,August,0.151
Atenolol 50 mg cap/tab,Atenolol,Public,Unit,,Haiti,2011,August,0.073
Captopril 25 mg cap/tab,Captopril,Private,Unit,,Haiti,2011,August,0.126
Captopril 25 mg cap/tab,Captopril,Public,Unit,,Haiti,2011,August,0.101
Ceftriaxone 1 g/vial injection,Ceftriaxone,Private,Unit,,Haiti,2011,August,3.781
Ceftriaxone 1 g/vial injection,Ceftriaxone,Public,Unit,,Haiti,2011,August,1.766
Ciprofloxacin 500 mg cap/tab,Ciprofloxacin,Private,Unit,,Haiti,2011,August,0.155
Ciprofloxacin 500 mg cap/tab,Ciprofloxacin,Public,Unit,,Haiti,2011,August,0.126
Co-trimoxazole 40+200 mg/5ml suspension,Co-trimoxazole,Private,Unit,,Haiti,2011,August,0.019
Co-trimoxazole 40+200 mg/5ml suspension,Co-trimoxazole,Public,Unit,,Haiti,2011,August,0.015
Diazepam 5 mg cap/tab,Diazepam,Private,Unit,,Haiti,2011,August,0.126
Diazepam 5 mg cap/tab,Diazepam,Public,Unit,,Haiti,2011,August,0.126
Diclofenac 50 mg cap/tab,Diclofenac,Private,Unit,,Haiti,2011,August,0.108
Diclofenac 50 mg cap/tab,Diclofenac,Public,Unit,,Haiti,2011,August,0.05
Glibenclamide 5 mg cap/tab,Glibenclamide,Private,Unit,,Haiti,2011,August,0.069
Glibenclamide 5 mg cap/tab,Glibenclamide,Public,Unit,,Haiti,2011,August,0.063
Omeprazole 20 mg cap/tab,Omeprazole,Private,Unit,,Haiti,2011,August,0.126
Omeprazole 20 mg cap/tab,Omeprazole,Public,Unit,,Haiti,2011,August,0.126
Paracetamol 120 mg/5ml suspension,Paracetamol,Private,Unit,,Haiti,2011,August,0.019
Paracetamol 120 mg/5ml suspension,Paracetamol,Public,Unit,,Haiti,2011,August,0.015
Salbutamol 100 mcg/dose inhaler,Salbutamol,Private,Unit,,Haiti,2011,August,0.019
Salbutamol 100 mcg/dose inhaler,Salbutamol,Public,Unit,,Haiti,2011,August,0.018
Simvastatin 20 mg cap/tab,Simvastatin,Private,Unit,,Haiti,2011,August,0.357
Simvastatin 20 mg cap/tab,Simvastatin,Public,Unit,,Haiti,2011,August,NO DATA
Amitriptyline 25 mg cap/tab,Amitriptyline,Private,MPR,MSH2003,"India, Chennai",2004,October,4.99
Amitriptyline 25 mg cap/tab,Amitriptyline,Public,MPR,MSH2003,"India, Chennai",2004,October,free
Atenolol 50 mg cap/tab,Atenolol,Private,MPR,MSH2003,"India, Chennai",2004,October,4.34
Atenolol 50 mg cap/tab,Atenolol,Public,MPR,MSH2003,"India, Chennai",2004,October,free
